Month, Price
2025-01-31,104430
2025-02-28,105310
2025-03-31,106130
2025-04-30,106910
2025-05-30,107700
2025-06-30,108460
2025-09-30,110955
2025-12-31,113395
2026-03-31,115865
2026-06-30,118330
2026-12-31,123240
